City;$2,013;$2,014;Difference;%Chg;GEO.display-label;Pophuman;Population;GEO.id;GEO.id2;2014pclga;2014pcincrease
DUNDAS;$87,420;$149,684;$62,264;71.22%;Dundas ;1,367;1367;1600000US2717126;2717126;$109.50;$45.55
DUNDEE;$21,200;$21,200;$0;0.00%;Dundee ;68;68;1600000US2717144;2717144;$311.76;$0.00
DUNNELL;$61,112;$61,112;$0;0.00%;Dunnell ;167;167;1600000US2717180;2717180;$365.94;$0.00
EAGAN;$0;$0;$0;0.00%;Eagan ;64,206;64206;1600000US2717288;2717288;$0.00;$0.00
EAGLE BEND;$156,373;$172,138;$15,765;10.08%;Eagle Bend ;535;535;1600000US2717342;2717342;$321.75;$29.47
EAGLE LAKE;$510,589;$599,953;$89,364;17.50%;Eagle Lake ;2,422;2422;1600000US2717378;2717378;$247.71;$36.90
EAST BETHEL;$0;$23,470;$23,470;0.00%;East Bethel ;11,626;11626;1600000US2717486;2717486;$2.02;$2.02
EAST GRAND FORKS;$2,471,550;$2,514,148;$42,598;1.72%;East Grand Forks ;8,601;8601;1600000US2717612;2717612;$292.31;$4.95
EAST GULL LAKE;$0;$0;$0;0.00%;East Gull Lake ;1,004;1004;1600000US2717630;2717630;$0.00;$0.00
EASTON;$31,062;$33,834;$2,772;8.92%;Easton ;199;199;1600000US2717738;2717738;$170.02;$13.93
ECHO;$70,726;$73,911;$3,185;4.50%;Echo ;278;278;1600000US2717900;2717900;$265.87;$11.46
EDEN PRAIRIE;$0;$0;$0;0.00%;Eden Prairie ;60,797;60797;1600000US2718116;2718116;$0.00;$0.00
EDEN VALLEY;$228,099;$276,647;$48,548;21.28%;Eden Valley ;1,042;1042;1600000US2718134;2718134;$265.50;$46.59
EDGERTON;$293,365;$333,398;$40,033;13.65%;Edgerton ;1,189;1189;1600000US2718152;2718152;$280.40;$33.67
EDINA;$0;$0;$0;0.00%;Edina ;47,941;47941;1600000US2718188;2718188;$0.00;$0.00
EFFIE;$9,800;$13,283;$3,483;35.54%;Effie ;123;123;1600000US2718260;2718260;$107.99;$28.32
EITZEN;$32,958;$37,749;$4,791;14.54%;Eitzen ;243;243;1600000US2718368;2718368;$155.35;$19.72
ELBA;$29,764;$29,764;$0;0.00%;Elba ;152;152;1600000US2718386;2718386;$195.82;$0.00
ELBOW LAKE;$349,082;$388,699;$39,617;11.35%;Elbow Lake ;1,176;1176;1600000US2718458;2718458;$330.53;$33.69
ELGIN;$281,551;$320,525;$38,974;13.84%;Elgin ;1,089;1089;1600000US2718530;2718530;$294.33;$35.79
ELIZABETH;$29,650;$34,936;$5,286;17.83%;Elizabeth ;173;173;1600000US2718566;2718566;$201.94;$30.55
ELK RIVER;$0;$225,894;$225,894;0.00%;Elk River ;22,974;22974;1600000US2718674;2718674;$9.83;$9.83
ELKO NEW MARKET;$164,986;$206,682;$41,696;25.27%;Elko New Market ;4,110;4110;1600000US2718662;2718662;$50.29;$10.15
ELKTON;$11,799;$13,618;$1,819;15.42%;Elkton ;141;141;1600000US2718728;2718728;$96.58;$12.90
ELLENDALE;$124,811;$160,351;$35,540;28.48%;Ellendale ;691;691;1600000US2718746;2718746;$232.06;$51.43
ELLSWORTH;$161,977;$168,787;$6,810;4.20%;Ellsworth ;463;463;1600000US2718836;2718836;$364.55;$14.71
ELMDALE;$5,281;$7,948;$2,667;50.50%;Elmdale ;116;116;1600000US2718872;2718872;$68.52;$22.99
ELMORE;$216,939;$240,516;$23,577;10.87%;Elmore ;663;663;1600000US2718998;2718998;$362.77;$35.56
ELROSA;$24,938;$29,763;$4,825;19.35%;Elrosa ;211;211;1600000US2719088;2719088;$141.06;$22.87
ELY;$1,713,366;$2,050,945;$337,579;19.70%;Ely ;3,460;3460;1600000US2719142;2719142;$592.76;$97.57
ELYSIAN;$20,524;$20,524;$0;0.00%;Elysian ;652;652;1600000US2719160;2719160;$31.48;$0.00
EMILY;$0;$0;$0;0.00%;Emily ;813;813;1600000US2719286;2719286;$0.00;$0.00
EMMONS;$80,748;$93,587;$12,839;15.90%;Emmons ;391;391;1600000US2719340;2719340;$239.35;$32.84
ERHARD;$25,909;$28,668;$2,759;10.65%;Erhard ;148;148;1600000US2719556;2719556;$193.70;$18.64
ERSKINE;$95,104;$119,205;$24,101;25.34%;Erskine ;503;503;1600000US2719700;2719700;$236.99;$47.91
EVAN;$14,726;$15,198;$472;3.21%;Evan ;86;86;1600000US2719880;2719880;$176.72;$5.49
EVANSVILLE;$119,255;$146,958;$27,703;23.23%;Evansville ;612;612;1600000US2719898;2719898;$240.13;$45.27
EVELETH;$2,186,891;$2,525,767;$338,876;15.50%;Eveleth ;3,718;3718;1600000US2719934;2719934;$679.33;$91.14
EXCELSIOR;$0;$0;$0;0.00%;Excelsior ;2,188;2188;1600000US2720078;2720078;$0.00;$0.00
EYOTA;$422,699;$494,546;$71,847;17.00%;Eyota ;1,977;1977;1600000US2720114;2720114;$250.15;$36.34
FAIRFAX;$398,946;$439,942;$40,996;10.28%;Fairfax ;1,235;1235;1600000US2720222;2720222;$356.23;$33.20
FAIRMONT;$3,722,165;$3,740,909;$18,744;0.50%;Fairmont ;10,666;10666;1600000US2720330;2720330;$350.73;$1.76
FALCON HEIGHTS;$310,126;$503,707;$193,581;62.42%;Falcon Heights ;5,321;5321;1600000US2720420;2720420;$94.66;$36.38
FARIBAULT;$4,772,748;$5,290,264;$517,516;10.84%;Faribault ;23,352;23352;1600000US2720546;2720546;$226.54;$22.16
FARMINGTON;$0;$245,329;$245,329;0.00%;Farmington ;21,086;21086;1600000US2720618;2720618;$11.63;$11.63
FARWELL;$14,192;$14,192;$0;0.00%;Farwell ;51;51;1600000US2720690;2720690;$278.27;$0.00
FEDERAL DAM;$0;$0;$0;0.00%;Federal Dam ;110;110;1600000US2720798;2720798;$0.00;$0.00
FELTON;$25,659;$29,195;$3,536;13.78%;Felton ;177;177;1600000US2720834;2720834;$164.94;$19.98
FERGUS FALLS;$3,563,824;$3,622,949;$59,125;1.66%;Fergus Falls ;13,138;13138;1600000US2720906;2720906;$275.76;$4.50
FERTILE;$259,982;$288,565;$28,583;10.99%;Fertile ;842;842;1600000US2720978;2720978;$342.71;$33.95
FIFTY LAKES;$0;$0;$0;0.00%;Fifty Lakes ;387;387;1600000US2721032;2721032;$0.00;$0.00
FINLAYSON;$34,625;$42,009;$7,384;21.33%;Finlayson ;315;315;1600000US2721122;2721122;$133.36;$23.44
FISHER;$70,862;$89,869;$19,007;26.82%;Fisher ;435;435;1600000US2721158;2721158;$206.60;$43.69
FLENSBURG;$20,587;$27,322;$6,735;32.71%;Flensburg ;225;225;1600000US2721266;2721266;$121.43;$29.93
FLOODWOOD;$133,152;$151,209;$18,057;13.56%;Floodwood ;528;528;1600000US2721338;2721338;$286.38;$34.20
FLORENCE;$9,193;$9,602;$409;4.45%;Florence ;39;39;1600000US2721410;2721410;$246.21;$10.49
FOLEY;$634,131;$725,340;$91,209;14.38%;Foley ;2,603;2603;1600000US2721536;2721536;$278.66;$35.04
FORADA;$0;$0;$0;0.00%;Forada ;185;185;1600000US2721608;2721608;$0.00;$0.00
FOREST LAKE;$0;$56,004;$56,004;0.00%;Forest Lake ;18,375;18375;1600000US2721770;2721770;$3.05;$3.05
FORESTON;$68,533;$92,986;$24,453;35.68%;Foreston ;533;533;1600000US2721824;2721824;$174.46;$45.88
FORT RIPLEY;$0;$0;$0;0.00%;Fort Ripley ;69;69;1600000US2721932;2721932;$0.00;$0.00
FOSSTON;$531,772;$571,829;$40,057;7.53%;Fosston ;1,527;1527;1600000US2721986;2721986;$374.48;$26.23
FOUNTAIN;$61,595;$68,555;$6,960;11.30%;Fountain ;410;410;1600000US2722094;2722094;$167.21;$16.98
FOXHOME;$24,020;$26,225;$2,205;9.18%;Foxhome ;116;116;1600000US2722202;2722202;$226.08;$19.01
FRANKLIN;$132,445;$152,058;$19,613;14.81%;Franklin ;510;510;1600000US2722364;2722364;$298.15;$38.46
FRAZEE;$429,375;$476,535;$47,160;10.98%;Frazee ;1,350;1350;1600000US2722472;2722472;$352.99;$34.93
FREEBORN;$58,270;$69,220;$10,950;18.79%;Freeborn ;297;297;1600000US2722526;2722526;$233.06;$36.87
FREEPORT;$84,947;$108,215;$23,268;27.39%;Freeport ;632;632;1600000US2722652;2722652;$171.23;$36.82
FRIDLEY;$759,414;$1,211,026;$451,612;59.47%;Fridley ;27,208;27208;1600000US2722814;2722814;$44.51;$16.60
FROST;$49,882;$52,585;$2,703;5.42%;Frost ;198;198;1600000US2722940;2722940;$265.58;$13.65
FULDA;$402,389;$446,009;$43,620;10.84%;Fulda ;1,318;1318;1600000US2722958;2722958;$338.40;$33.10
FUNKLEY;$141;$141;$0;0.00%;Funkley ;5;5;1600000US2722976;2722976;$28.20;$0.00
GARFIELD;$35,975;$45,797;$9,822;27.30%;Garfield ;354;354;1600000US2723120;2723120;$129.37;$27.75
GARRISON;$0;$0;$0;0.00%;Garrison ;210;210;1600000US2723192;2723192;$0.00;$0.00
GARVIN;$35,795;$37,522;$1,727;4.82%;Garvin ;135;135;1600000US2723228;2723228;$277.94;$12.79
GARY;$49,407;$51,976;$2,569;5.20%;Gary ;214;214;1600000US2723246;2723246;$242.88;$12.00
GAYLORD;$768,161;$838,313;$70,152;9.13%;Gaylord ;2,305;2305;1600000US2723300;2723300;$363.69;$30.43
GEM LAKE;$0;$0;$0;0.00%;Gem Lake ;393;393;1600000US2723318;2723318;$0.00;$0.00
GENEVA;$64,937;$93,003;$28,066;43.22%;Geneva ;555;555;1600000US2723354;2723354;$167.57;$50.57
GENOLA;$547;$547;$0;0.00%;Genola ;75;75;1600000US2723444;2723444;$7.29;$0.00
GEORGETOWN;$12,022;$15,936;$3,914;32.56%;Georgetown ;129;129;1600000US2723498;2723498;$123.53;$30.34
GHENT;$78,035;$91,294;$13,259;16.99%;Ghent ;370;370;1600000US2723660;2723660;$246.74;$35.84
GIBBON;$216,241;$252,830;$36,589;16.92%;Gibbon ;772;772;1600000US2723678;2723678;$327.50;$47.40
GILBERT;$685,125;$706,175;$21,050;3.07%;Gilbert ;1,799;1799;1600000US2723714;2723714;$392.54;$11.70
GILMAN;$9,574;$17,177;$7,603;79.41%;Gilman ;224;224;1600000US2723804;2723804;$76.68;$33.94
GLENCOE;$1,063,153;$1,294,117;$230,964;21.72%;Glencoe ;5,631;5631;1600000US2723948;2723948;$229.82;$41.02
GLENVILLE;$181,068;$191,967;$10,899;6.02%;Glenville ;643;643;1600000US2724056;2724056;$298.55;$16.95
GLENWOOD;$634,282;$665,853;$31,571;4.98%;Glenwood ;2,564;2564;1600000US2724074;2724074;$259.69;$12.31
GLYNDON;$272,438;$346,893;$74,455;27.33%;Glyndon ;1,394;1394;1600000US2724182;2724182;$248.85;$53.41
GOLDEN VALLEY;$0;$219,081;$219,081;0.00%;Golden Valley ;20,371;20371;1600000US2724308;2724308;$10.75;$10.75
GONVICK;$60,511;$69,371;$8,860;14.64%;Gonvick ;282;282;1600000US2724344;2724344;$246.00;$31.42
GOOD THUNDER;$146,720;$163,763;$17,043;11.62%;Good Thunder ;583;583;1600000US2724506;2724506;$280.90;$29.23
GOODHUE;$203,727;$261,661;$57,934;28.44%;Goodhue ;1,176;1176;1600000US2724398;2724398;$222.50;$49.26
GOODRIDGE;$22,707;$27,950;$5,243;23.09%;Goodridge ;132;132;1600000US2724470;2724470;$211.74;$39.72
GOODVIEW;$138,108;$250,841;$112,733;81.63%;Goodview ;4,036;4036;1600000US2724524;2724524;$62.15;$27.93
GRACEVILLE;$186,713;$202,157;$15,444;8.27%;Graceville ;577;577;1600000US2724758;2724758;$350.36;$26.77
GRANADA;$91,663;$95,830;$4,167;4.55%;Granada ;303;303;1600000US2724884;2724884;$316.27;$13.75
GRAND MARAIS;$96,422;$96,422;$0;0.00%;Grand Marais ;1,351;1351;1600000US2724992;2724992;$71.37;$0.00
GRAND MEADOW;$266,391;$316,765;$50,374;18.91%;Grand Meadow ;1,139;1139;1600000US2725010;2725010;$278.11;$44.23
GRAND RAPIDS;$963,410;$1,270,392;$306,982;31.86%;Grand Rapids ;10,869;10869;1600000US2725118;2725118;$116.88;$28.24
GRANITE FALLS;$717,911;$908,038;$190,127;26.48%;Granite Falls ;2,897;2897;1600000US2725280;2725280;$313.44;$65.63
GRANT;$0;$0;$0;0.00%;Grant ;4,096;4096;1600000US2725334;2725334;$0.00;$0.00
GRASSTON;$15,678;$20,552;$4,874;31.09%;Grasston ;158;158;1600000US2725424;2725424;$130.08;$30.85
GREEN ISLE;$53,119;$79,969;$26,850;50.55%;Green Isle ;559;559;1600000US2725658;2725658;$143.06;$48.03
GREENBUSH;$220,770;$249,730;$28,960;13.12%;Greenbush ;719;719;1600000US2725604;2725604;$347.33;$40.28
GREENFIELD;$0;$0;$0;0.00%;Greenfield ;2,777;2777;1600000US2725622;2725622;$0.00;$0.00
GREENWALD;$27,389;$33,044;$5,655;20.65%;Greenwald ;222;222;1600000US2725874;2725874;$148.85;$25.47
GREENWOOD;$0;$0;$0;0.00%;Greenwood ;688;688;1600000US2725918;2725918;$0.00;$0.00
GREY EAGLE;$59,124;$68,981;$9,857;16.67%;Grey Eagle ;348;348;1600000US2726000;2726000;$198.22;$28.32
GROVE CITY;$156,743;$185,273;$28,530;18.20%;Grove City ;635;635;1600000US2726126;2726126;$291.77;$44.93
GRYGLA;$42,945;$48,633;$5,688;13.24%;Grygla ;221;221;1600000US2726216;2726216;$220.06;$25.74
GULLY;$17,335;$17,335;$0;0.00%;Gully ;66;66;1600000US2726270;2726270;$262.65;$0.00
HACKENSACK;$0;$0;$0;0.00%;Hackensack ;313;313;1600000US2726378;2726378;$0.00;$0.00
HADLEY;$15,455;$15,455;$0;0.00%;Hadley ;61;61;1600000US2726450;2726450;$253.36;$0.00
HALLOCK;$375,642;$390,593;$14,951;3.98%;Hallock ;981;981;1600000US2726576;2726576;$398.16;$15.24
HALMA;$10,985;$12,433;$1,448;13.18%;Halma ;61;61;1600000US2726612;2726612;$203.82;$23.74
HALSTAD;$164,085;$182,079;$17,994;10.97%;Halstad ;597;597;1600000US2726630;2726630;$304.99;$30.14
HAM LAKE;$0;$0;$0;0.00%;Ham Lake ;15,296;15296;1600000US2726738;2726738;$0.00;$0.00
HAMBURG;$58,777;$72,948;$14,171;24.11%;Hamburg ;513;513;1600000US2726666;2726666;$142.20;$27.62
HAMMOND;$42,992;$42,992;$0;0.00%;Hammond ;132;132;1600000US2726828;2726828;$325.70;$0.00
HAMPTON;$88,374;$107,525;$19,151;21.67%;Hampton ;689;689;1600000US2726864;2726864;$156.06;$27.80
HANCOCK;$231,189;$263,796;$32,607;14.10%;Hancock ;765;765;1600000US2726936;2726936;$344.83;$42.62
HANLEY FALLS;$72,453;$82,014;$9,561;13.20%;Hanley Falls ;304;304;1600000US2726972;2726972;$269.78;$31.45
HANOVER;$63,203;$100,494;$37,291;59.00%;Hanover ;2,938;2938;1600000US2726990;2726990;$34.20;$12.69
HANSKA;$111,632;$120,338;$8,706;7.80%;Hanska ;402;402;1600000US2727008;2727008;$299.35;$21.66
HARDING;$2,049;$6,409;$4,360;212.79%;Harding ;125;125;1600000US2727098;2727098;$51.27;$34.88
HARDWICK;$45,323;$45,899;$576;1.27%;Hardwick ;198;198;1600000US2727116;2727116;$231.81;$2.91
HARMONY;$320,299;$339,819;$19,520;6.09%;Harmony ;1,020;1020;1600000US2727188;2727188;$333.16;$19.14
HARRIS;$141,539;$171,047;$29,508;20.85%;Harris ;1,132;1132;1600000US2727278;2727278;$151.10;$26.07
HARTLAND;$48,121;$59,163;$11,042;22.95%;Hartland ;315;315;1600000US2727404;2727404;$187.82;$35.05
HASTINGS;$0;$510,137;$510,137;0.00%;Hastings ;22,172;22172;1600000US2727530;2727530;$23.01;$23.01
HATFIELD;$3,830;$3,830;$0;0.00%;Hatfield ;54;54;1600000US2727566;2727566;$70.93;$0.00
HAWLEY;$538,040;$600,787;$62,747;11.66%;Hawley ;2,067;2067;1600000US2727746;2727746;$290.66;$30.36
HAYFIELD;$352,569;$390,128;$37,559;10.65%;Hayfield ;1,340;1340;1600000US2727872;2727872;$291.14;$28.03
HAYWARD;$28,981;$34,774;$5,793;19.99%;Hayward ;250;250;1600000US2727944;2727944;$139.10;$23.17
HAZEL RUN;$13,871;$13,871;$0;0.00%;Hazel Run ;63;63;1600000US2728016;2728016;$220.17;$0.00
HECTOR;$294,846;$338,885;$44,039;14.94%;Hector ;1,151;1151;1600000US2728124;2728124;$294.43;$38.26
HEIDELBERG;$0;$833;$833;0.00%;Heidelberg ;122;122;1600000US2728214;2728214;$6.83;$6.83
HENDERSON;$265,687;$287,001;$21,314;8.02%;Henderson ;886;886;1600000US2728394;2728394;$323.93;$24.06
HENDRICKS;$214,826;$241,774;$26,948;12.54%;Hendricks ;713;713;1600000US2728430;2728430;$339.09;$37.80
HENDRUM;$57,667;$66,944;$9,277;16.09%;Hendrum ;307;307;1600000US2728484;2728484;$218.06;$30.22
HENNING;$251,273;$278,376;$27,103;10.79%;Henning ;802;802;1600000US2728520;2728520;$347.10;$33.79
HENRIETTE;$10,694;$11,960;$1,266;11.84%;Henriette ;71;71;1600000US2728574;2728574;$168.45;$17.83
HERMAN;$107,927;$116,635;$8,708;8.07%;Herman ;437;437;1600000US2728646;2728646;$266.90;$19.93
HERMANTOWN;$331,873;$355,571;$23,698;7.14%;Hermantown ;9,414;9414;1600000US2728682;2728682;$37.77;$2.52
HERON LAKE;$287,970;$295,049;$7,079;2.46%;Heron Lake ;698;698;1600000US2728700;2728700;$422.71;$10.14
HEWITT;$59,776;$65,974;$6,198;10.37%;Hewitt ;266;266;1600000US2728754;2728754;$248.02;$23.30
HIBBING;$7,994,316;$8,082,406;$88,090;1.10%;Hibbing ;16,361;16361;1600000US2728790;2728790;$494.00;$5.38
HILL CITY;$54,550;$91,000;$36,450;66.82%;Hill City ;633;633;1600000US2729096;2729096;$143.76;$57.58
HILLMAN;$2,746;$4,115;$1,369;49.85%;Hillman ;38;38;1600000US2729150;2729150;$108.29;$36.03
HILLS;$140,126;$176,524;$36,398;25.98%;Hills ;686;686;1600000US2729204;2729204;$257.32;$53.06
HILLTOP;$116,309;$138,622;$22,313;19.18%;Hilltop ;744;744;1600000US2729258;2729258;$186.32;$29.99
HINCKLEY;$267,164;$329,587;$62,423;23.37%;Hinckley ;1,800;1800;1600000US2729294;2729294;$183.10;$34.68
HITTERDAL;$38,852;$43,029;$4,177;10.75%;Hitterdal ;201;201;1600000US2729402;2729402;$214.07;$20.78
HOFFMAN;$139,624;$176,344;$36,720;26.30%;Hoffman ;681;681;1600000US2729474;2729474;$258.95;$53.92
HOKAH;$154,315;$167,109;$12,794;8.29%;Hokah ;580;580;1600000US2729510;2729510;$288.12;$22.06
HOLDINGFORD;$165,544;$195,217;$29,673;17.92%;Holdingford ;708;708;1600000US2729582;2729582;$275.73;$41.91
HOLLAND;$46,655;$47,705;$1,050;2.25%;Holland ;187;187;1600000US2729618;2729618;$255.11;$5.61
HOLLANDALE;$38,035;$50,317;$12,282;32.29%;Hollandale ;303;303;1600000US2729636;2729636;$166.06;$40.53
HOLLOWAY;$9,065;$9,065;$0;0.00%;Holloway ;92;92;1600000US2729672;2729672;$98.53;$0.00
HOLT;$15,629;$17,890;$2,261;14.47%;Holt ;88;88;1600000US2729870;2729870;$203.30;$25.69
HOPKINS;$0;$289,921;$289,921;0.00%;Hopkins ;17,591;17591;1600000US2730140;2730140;$16.48;$16.48
HOUSTON;$331,011;$353,618;$22,607;6.83%;Houston ;979;979;1600000US2730230;2730230;$361.20;$23.09
HOWARD LAKE;$476,814;$543,982;$67,168;14.09%;Howard Lake ;1,962;1962;1600000US2730284;2730284;$277.26;$34.23
HOYT LAKES;$360,759;$391,194;$30,435;8.44%;Hoyt Lakes ;2,017;2017;1600000US2730302;2730302;$193.95;$15.09
HUGO;$0;$0;$0;0.00%;Hugo ;13,332;13332;1600000US2730392;2730392;$0.00;$0.00
HUMBOLDT;$12,042;$12,302;$260;2.16%;Humboldt ;45;45;1600000US2730446;2730446;$273.38;$5.78
HUTCHINSON;$1,784,272;$2,213,199;$428,927;24.04%;Hutchinson ;14,178;14178;1600000US2730644;2730644;$156.10;$30.25
IHLEN;$16,654;$16,654;$0;0.00%;Ihlen ;63;63;1600000US2730806;2730806;$264.35;$0.00
INDEPENDENCE;$0;$0;$0;0.00%;Independence ;3,504;3504;1600000US2730842;2730842;$0.00;$0.00
INTERNATIONAL FALLS;$3,710,994;$3,975,561;$264,567;7.13%;International Falls ;6,424;6424;1600000US2731040;2731040;$618.86;$41.18
INVER GROVE HEIGHTS;$0;$0;$0;0.00%;Inver Grove Heights ;33,880;33880;1600000US2731076;2731076;$0.00;$0.00
IONA;$37,043;$37,234;$191;0.52%;Iona ;137;137;1600000US2731094;2731094;$271.78;$1.39
IRON JUNCTION;$12,230;$12,315;$85;0.70%;Iron Junction ;86;86;1600000US2731238;2731238;$143.20;$0.99
IRONTON;$114,741;$137,846;$23,105;20.14%;Ironton ;572;572;1600000US2731274;2731274;$240.99;$40.39
ISANTI;$313,359;$545,485;$232,126;74.08%;Isanti ;5,251;5251;1600000US2731328;2731328;$103.88;$44.21
ISLE;$25,272;$36,767;$11,495;45.49%;Isle ;751;751;1600000US2731472;2731472;$48.96;$15.31
IVANHOE;$203,179;$213,187;$10,008;4.93%;Ivanhoe ;559;559;1600000US2731526;2731526;$381.37;$17.90
JACKSON;$1,086,755;$1,291,985;$205,230;18.88%;Jackson ;3,299;3299;1600000US2731562;2731562;$391.63;$62.21
JANESVILLE;$724,872;$775,075;$50,203;6.93%;Janesville ;2,256;2256;1600000US2731706;2731706;$343.56;$22.25
JASPER;$182,806;$206,478;$23,672;12.95%;Jasper ;633;633;1600000US2731760;2731760;$326.19;$37.40
JEFFERS;$112,493;$116,128;$3,635;3.23%;Jeffers ;369;369;1600000US2731796;2731796;$314.71;$9.85
JENKINS;$0;$5,387;$5,387;0.00%;Jenkins ;430;430;1600000US2731832;2731832;$12.53;$12.53
JOHNSON;$7,000;$7,000;$0;0.00%;Johnson ;29;29;1600000US2732012;2732012;$241.38;$0.00
JORDAN;$0;$237,091;$237,091;0.00%;Jordan ;5,470;5470;1600000US2732174;2732174;$43.34;$43.34
KANDIYOHI;$97,952;$114,797;$16,845;17.20%;Kandiyohi ;491;491;1600000US2732372;2732372;$233.80;$34.31
KARLSTAD;$232,848;$260,382;$27,534;11.82%;Karlstad ;760;760;1600000US2732444;2732444;$342.61;$36.23
KASOTA;$143,296;$168,056;$24,760;17.28%;Kasota ;675;675;1600000US2732462;2732462;$248.97;$36.68
KASSON;$780,209;$982,348;$202,139;25.91%;Kasson ;5,931;5931;1600000US2732498;2732498;$165.63;$34.08
KEEWATIN;$343,738;$378,009;$34,271;9.97%;Keewatin ;1,068;1068;1600000US2732570;2732570;$353.94;$32.09
KELLIHER;$107,307;$107,307;$0;0.00%;Kelliher ;262;262;1600000US2732606;2732606;$409.57;$0.00
KELLOGG;$83,859;$93,910;$10,051;11.99%;Kellogg ;456;456;1600000US2732642;2732642;$205.94;$22.04
KENNEDY;$66,764;$66,764;$0;0.00%;Kennedy ;193;193;1600000US2732732;2732732;$345.93;$0.00
KENNETH;$10,330;$10,536;$206;1.99%;Kenneth ;68;68;1600000US2732750;2732750;$154.94;$3.03
KENSINGTON;$54,270;$60,471;$6,201;11.43%;Kensington ;292;292;1600000US2732768;2732768;$207.09;$21.24
KENT;$20,567;$21,171;$604;2.94%;Kent ;81;81;1600000US2732786;2732786;$261.37;$7.46
KENYON;$466,643;$516,686;$50,043;10.72%;Kenyon ;1,815;1815;1600000US2732840;2732840;$284.68;$27.57
KERKHOVEN;$185,283;$217,168;$31,885;17.21%;Kerkhoven ;759;759;1600000US2732876;2732876;$286.12;$42.01
KERRICK;$3,489;$5,352;$1,863;53.40%;Kerrick ;65;65;1600000US2732912;2732912;$82.34;$28.66
KETTLE RIVER;$22,510;$27,092;$4,582;20.36%;Kettle River ;180;180;1600000US2732966;2732966;$150.51;$25.46
KIESTER;$151,029;$165,486;$14,457;9.57%;Kiester ;501;501;1600000US2733056;2733056;$330.31;$28.86
KILKENNY;$35,924;$35,924;$0;0.00%;Kilkenny ;134;134;1600000US2733110;2733110;$268.09;$0.00
KIMBALL;$117,942;$146,839;$28,897;24.50%;Kimball ;762;762;1600000US2733164;2733164;$192.70;$37.92
KINBRAE;$201;$201;$0;0.00%;Kinbrae ;12;12;1600000US2733236;2733236;$16.75;$0.00
KINGSTON;$12,833;$17,977;$5,144;40.08%;Kingston ;161;161;1600000US2733344;2733344;$111.66;$31.95
KINNEY;$59,925;$59,925;$0;0.00%;Kinney ;169;169;1600000US2733416;2733416;$354.59;$0.00
LACRESCENT;$422,847;$515,089;$92,242;21.81%;La Crescent ;4,830;4830;1600000US2733866;2733866;$106.64;$19.10
LAFAYETTE;$120,676;$129,923;$9,247;7.66%;Lafayette ;504;504;1600000US2733920;2733920;$257.78;$18.35
LAKE BENTON;$198,628;$223,630;$25,002;12.59%;Lake Benton ;683;683;1600000US2734100;2734100;$327.42;$36.61
LAKE BRONSON;$71,423;$74,541;$3,118;4.37%;Lake Bronson ;229;229;1600000US2734136;2734136;$325.51;$13.62
LAKE CITY;$610,347;$751,581;$141,234;23.14%;Lake City ;5,063;5063;1600000US2734172;2734172;$148.45;$27.90
LAKE CRYSTAL;$621,727;$706,125;$84,398;13.57%;Lake Crystal ;2,549;2549;1600000US2734190;2734190;$277.02;$33.11
LAKE ELMO;$0;$0;$0;0.00%;Lake Elmo ;8,069;8069;1600000US2734244;2734244;$0.00;$0.00
LAKE HENRY;$6,578;$10,510;$3,932;59.78%;Lake Henry ;103;103;1600000US2734478;2734478;$102.04;$38.17
LAKE LILLIAN;$33,155;$39,931;$6,776;20.44%;Lake Lillian ;238;238;1600000US2734676;2734676;$167.78;$28.47
