City;$2,013;$2,014;Difference;%Chg;GEO.display-label;Pophuman;Population;GEO.id;GEO.id2;2014pclga;2014pcincrease
LAKE PARK;$231,084;$253,110;$22,026;9.53%;Lake Park ;783;783;1600000US2734784;2734784;$323.26;$28.13
LAKE SHORE;$0;$0;$0;0.00%;Lake Shore ;1,004;1004;1600000US2734928;2734928;$0.00;$0.00
LAKE ST CROIX BEACH;$25,673;$66,315;$40,642;158.31%;Lake St. Croix Beach ;1,051;1051;1600000US2734865;2734865;$63.10;$38.67
LAKE WILSON;$76,722;$78,109;$1,387;1.81%;Lake Wilson ;251;251;1600000US2735198;2735198;$311.19;$5.53
LAKEFIELD;$614,261;$650,488;$36,227;5.90%;Lakefield ;1,694;1694;1600000US2734316;2734316;$384.00;$21.39
LAKELAND;$33,574;$47,158;$13,584;40.46%;Lakeland ;1,796;1796;1600000US2734622;2734622;$26.26;$7.56
LAKELAND SHORES;$0;$0;$0;0.00%;Lakeland Shores ;311;311;1600000US2734658;2734658;$0.00;$0.00
LAKEVILLE;$0;$0;$0;0.00%;Lakeville ;55,954;55954;1600000US2735180;2735180;$0.00;$0.00
LAMBERTON;$287,784;$304,386;$16,602;5.77%;Lamberton ;824;824;1600000US2735288;2735288;$369.40;$20.15
LANCASTER;$75,242;$86,599;$11,357;15.09%;Lancaster ;340;340;1600000US2735378;2735378;$254.70;$33.40
LANDFALL;$79,977;$96,185;$16,208;20.27%;Landfall ;686;686;1600000US2735414;2735414;$140.21;$23.63
LANESBORO;$204,520;$210,284;$5,764;2.82%;Lanesboro ;754;754;1600000US2735450;2735450;$278.89;$7.64
LAPORTE;$10,915;$10,915;$0;0.00%;Laporte ;111;111;1600000US2735612;2735612;$98.33;$0.00
LAPRAIRIE;$66,553;$79,909;$13,356;20.07%;La Prairie ;665;665;1600000US2735648;2735648;$120.16;$20.08
LASALLE;$16,635;$17,821;$1,186;7.13%;La Salle ;87;87;1600000US2735702;2735702;$204.84;$13.63
LASTRUP;$3,428;$5,849;$2,421;70.62%;Lastrup ;104;104;1600000US2735720;2735720;$56.24;$23.28
LAUDERDALE;$516,153;$535,093;$18,940;3.67%;Lauderdale ;2,379;2379;1600000US2735738;2735738;$224.92;$7.96
LECENTER;$719,916;$785,606;$65,690;9.12%;Le Center ;2,499;2499;1600000US2736134;2736134;$314.37;$26.29
LENGBY;$21,916;$21,916;$0;0.00%;Lengby ;86;86;1600000US2736404;2736404;$254.84;$0.00
LEONARD;$4,390;$5,661;$1,271;28.95%;Leonard ;41;41;1600000US2736494;2736494;$138.07;$31.00
LEONIDAS;$34,670;$34,670;$0;0.00%;Leonidas ;52;52;1600000US2736530;2736530;$666.73;$0.00
LEROY;$296,859;$322,499;$25,640;8.64%;Le Roy ;929;929;1600000US2736620;2736620;$347.15;$27.60
LESTER PRAIRIE;$425,969;$491,618;$65,649;15.41%;Lester Prairie ;1,730;1730;1600000US2736728;2736728;$284.17;$37.95
LESUEUR;$767,922;$914,451;$146,529;19.08%;Le Sueur ;4,058;4058;1600000US2736746;2736746;$225.35;$36.11
LEWISTON;$383,755;$436,424;$52,669;13.72%;Lewiston ;1,620;1620;1600000US2736800;2736800;$269.40;$32.51
LEWISVILLE;$67,068;$71,850;$4,782;7.13%;Lewisville ;250;250;1600000US2736818;2736818;$287.40;$19.13
LEXINGTON;$335,280;$385,301;$50,021;14.92%;Lexington ;2,049;2049;1600000US2736836;2736836;$188.04;$24.41
LILYDALE;$0;$0;$0;0.00%;Lilydale ;623;623;1600000US2737016;2737016;$0.00;$0.00
LINDSTROM;$134,663;$281,204;$146,541;108.82%;Lindstrom ;4,442;4442;1600000US2737304;2737304;$63.31;$32.99
LINO LAKES;$0;$0;$0;0.00%;Lino Lakes ;20,216;20216;1600000US2737322;2737322;$0.00;$0.00
LISMORE;$65,548;$66,891;$1,343;2.05%;Lismore ;227;227;1600000US2737412;2737412;$294.67;$5.92
LITCHFIELD;$1,588,853;$1,833,620;$244,767;15.41%;Litchfield ;6,726;6726;1600000US2737448;2737448;$272.62;$36.39
LITTLE CANADA;$195,843;$344,825;$148,982;76.07%;Little Canada ;9,773;9773;1600000US2737502;2737502;$35.28;$15.24
LITTLE FALLS;$2,089,080;$2,438,918;$349,838;16.75%;Little Falls ;8,343;8343;1600000US2737556;2737556;$292.33;$41.93
LITTLEFORK;$214,814;$233,889;$19,075;8.88%;Littlefork ;647;647;1600000US2737592;2737592;$361.50;$29.48
LONG BEACH;$0;$0;$0;0.00%;Long Beach ;335;335;1600000US2737970;2737970;$0.00;$0.00
LONG LAKE;$26,410;$26,410;$0;0.00%;Long Lake ;1,768;1768;1600000US2738006;2738006;$14.94;$0.00
LONG PRAIRIE;$735,532;$918,834;$183,302;24.92%;Long Prairie ;3,458;3458;1600000US2738060;2738060;$265.71;$53.01
LONGVILLE;$0;$0;$0;0.00%;Longville ;156;156;1600000US2738114;2738114;$0.00;$0.00
LONSDALE;$245,346;$384,662;$139,316;56.78%;Lonsdale ;3,674;3674;1600000US2738150;2738150;$104.70;$37.92
LORETTO;$0;$23,053;$23,053;0.00%;Loretto ;650;650;1600000US2738222;2738222;$35.47;$35.47
LOUISBURG;$7,954;$8,231;$277;3.48%;Louisburg ;47;47;1600000US2738258;2738258;$175.13;$5.89
LOWRY;$49,088;$56,203;$7,115;14.49%;Lowry ;299;299;1600000US2738366;2738366;$187.97;$23.80
LUCAN;$49,989;$52,427;$2,438;4.88%;Lucan ;191;191;1600000US2738420;2738420;$274.49;$12.76
LUVERNE;$1,194,175;$1,349,790;$155,615;13.03%;Luverne ;4,745;4745;1600000US2738564;2738564;$284.47;$32.80
LYLE;$163,174;$179,497;$16,323;10.00%;Lyle ;551;551;1600000US2738654;2738654;$325.77;$29.62
LYND;$55,313;$70,074;$14,761;26.69%;Lynd ;448;448;1600000US2738708;2738708;$156.42;$32.95
MABEL;$223,127;$255,954;$32,827;14.71%;Mabel ;780;780;1600000US2738888;2738888;$328.15;$42.09
MADELIA;$860,375;$916,865;$56,490;6.57%;Madelia ;2,308;2308;1600000US2739230;2739230;$397.26;$24.48
MADISON;$729,097;$742,727;$13,630;1.87%;Madison ;1,551;1551;1600000US2739266;2739266;$478.87;$8.79
MADISON LAKE;$119,406;$152,988;$33,582;28.12%;Madison Lake ;1,017;1017;1600000US2739320;2739320;$150.43;$33.02
MAGNOLIA;$43,194;$46,802;$3,608;8.35%;Magnolia ;222;222;1600000US2739338;2739338;$210.82;$16.25
MAHNOMEN;$446,371;$631,386;$185,015;41.45%;Mahnomen ;1,214;1214;1600000US2739392;2739392;$520.09;$152.40
MAHTOMEDI;$0;$0;$0;0.00%;Mahtomedi ;7,676;7676;1600000US2739428;2739428;$0.00;$0.00
MANCHESTER;$14,717;$14,717;$0;0.00%;Manchester ;57;57;1600000US2739716;2739716;$258.19;$0.00
MANHATTAN BEACH;$0;$0;$0;0.00%;Manhattan Beach ;57;57;1600000US2739806;2739806;$0.00;$0.00
MANKATO;$6,228,727;$6,818,164;$589,437;9.46%;Mankato ;39,309;39309;1600000US2739878;2739878;$173.45;$14.99
MANTORVILLE;$209,003;$257,868;$48,865;23.38%;Mantorville ;1,197;1197;1600000US2739986;2739986;$215.43;$40.82
MAPLE GROVE;$0;$0;$0;0.00%;Maple Grove ;61,567;61567;1600000US2740166;2740166;$0.00;$0.00
MAPLE LAKE;$431,190;$479,341;$48,151;11.17%;Maple Lake ;2,059;2059;1600000US2740220;2740220;$232.80;$23.39
MAPLE PLAIN;$240,047;$248,537;$8,490;3.54%;Maple Plain ;1,768;1768;1600000US2740256;2740256;$140.58;$4.80
MAPLETON;$486,318;$548,860;$62,542;12.86%;Mapleton ;1,756;1756;1600000US2740310;2740310;$312.56;$35.62
MAPLEVIEW;$50,167;$51,679;$1,512;3.01%;Mapleview ;176;176;1600000US2740346;2740346;$293.63;$8.59
MAPLEWOOD;$0;$530,709;$530,709;0.00%;Maplewood ;38,018;38018;1600000US2740382;2740382;$13.96;$13.96
MARBLE;$221,504;$241,627;$20,123;9.08%;Marble ;701;701;1600000US2740418;2740418;$344.69;$28.71
MARIETTA;$50,577;$52,083;$1,506;2.98%;Marietta ;162;162;1600000US2740526;2740526;$321.50;$9.30
MARINE ON ST CROIX;$0;$0;$0;0.00%;Marine on St. Croix ;689;689;1600000US2740562;2740562;$0.00;$0.00
MARSHALL;$2,110,608;$2,451,304;$340,696;16.14%;Marshall ;13,680;13680;1600000US2740688;2740688;$179.19;$24.90
MAYER;$266,365;$290,421;$24,056;9.03%;Mayer ;1,749;1749;1600000US2741138;2741138;$166.05;$13.75
MAYNARD;$121,181;$121,270;$89;0.07%;Maynard ;366;366;1600000US2741210;2741210;$331.34;$0.24
MAZEPPA;$158,301;$193,236;$34,935;22.07%;Mazeppa ;842;842;1600000US2741282;2741282;$229.50;$41.49
MCGRATH;$7,837;$11,189;$3,352;42.77%;McGrath ;80;80;1600000US2738996;2738996;$139.86;$41.90
MCGREGOR;$89,434;$90,174;$740;0.83%;McGregor ;391;391;1600000US2739014;2739014;$230.62;$1.89
MCINTOSH;$199,366;$220,247;$20,881;10.47%;McIntosh ;625;625;1600000US2739050;2739050;$352.40;$33.41
MCKINLEY;$51,142;$51,142;$0;0.00%;McKinley ;128;128;1600000US2739140;2739140;$399.55;$0.00
MEADOWLANDS;$21,477;$23,936;$2,459;11.45%;Meadowlands ;134;134;1600000US2741372;2741372;$178.63;$18.35
MEDFORD;$161,120;$201,256;$40,136;24.91%;Medford ;1,239;1239;1600000US2741426;2741426;$162.43;$32.39
MEDICINE LAKE;$0;$0;$0;0.00%;Medicine Lake ;371;371;1600000US2741462;2741462;$0.00;$0.00
MEDINA;$0;$0;$0;0.00%;Medina ;4,892;4892;1600000US2741480;2741480;$0.00;$0.00
MEIRE GROVE;$12,123;$19,881;$7,758;63.99%;Meire Grove ;179;179;1600000US2741534;2741534;$111.07;$43.34
MELROSE;$614,850;$766,370;$151,520;24.64%;Melrose ;3,598;3598;1600000US2741570;2741570;$213.00;$42.11
MENAHGA;$281,960;$345,644;$63,684;22.59%;Menahga ;1,306;1306;1600000US2741660;2741660;$264.66;$48.76
MENDOTA;$25,000;$25,000;$0;0.00%;Mendota ;198;198;1600000US2741678;2741678;$126.26;$0.00
MENDOTA HEIGHTS;$0;$0;$0;0.00%;Mendota Heights ;11,071;11071;1600000US2741696;2741696;$0.00;$0.00
MENTOR;$32,824;$35,008;$2,184;6.65%;Mentor ;153;153;1600000US2741714;2741714;$228.81;$14.27
MIDDLE RIVER;$78,955;$85,669;$6,714;8.50%;Middle River ;303;303;1600000US2741912;2741912;$282.74;$22.16
MIESVILLE;$0;$0;$0;0.00%;Miesville ;125;125;1600000US2742092;2742092;$0.00;$0.00
MILACA;$602,629;$756,247;$153,618;25.49%;Milaca ;2,946;2946;1600000US2742110;2742110;$256.70;$52.14
MILAN;$87,281;$98,866;$11,585;13.27%;Milan ;369;369;1600000US2742146;2742146;$267.93;$31.40
MILLERVILLE;$7,791;$9,595;$1,804;23.15%;Millerville ;106;106;1600000US2742254;2742254;$90.52;$17.02
MILLVILLE;$18,803;$23,293;$4,490;23.88%;Millville ;182;182;1600000US2742290;2742290;$127.98;$24.67
MILROY;$57,009;$61,096;$4,087;7.17%;Milroy ;252;252;1600000US2742362;2742362;$242.44;$16.22
MILTONA;$34,112;$51,587;$17,475;51.23%;Miltona ;424;424;1600000US2742398;2742398;$121.67;$41.21
MINNEAPOLIS;$64,142,268;$76,066,082;$11,923,814;18.59%;Minneapolis ;382,578;382578;1600000US2743000;2743000;$198.83;$31.17
MINNEISKA;$5,781;$5,781;$0;0.00%;Minneiska ;111;111;1600000US2743036;2743036;$52.08;$0.00
MINNEOTA;$412,603;$459,018;$46,415;11.25%;Minneota ;1,392;1392;1600000US2743126;2743126;$329.75;$33.34
MINNESOTA CITY;$39,186;$39,596;$410;1.05%;Minnesota City ;204;204;1600000US2743144;2743144;$194.10;$2.01
MINNESOTA LAKE;$128,750;$159,450;$30,700;23.84%;Minnesota Lake ;687;687;1600000US2743198;2743198;$232.10;$44.69
MINNETONKA;$0;$0;$0;0.00%;Minnetonka ;49,734;49734;1600000US2743252;2743252;$0.00;$0.00
MINNETONKA BEACH;$0;$0;$0;0.00%;Minnetonka Beach ;539;539;1600000US2743270;2743270;$0.00;$0.00
MINNETRISTA;$0;$0;$0;0.00%;Minnetrista ;6,384;6384;1600000US2743306;2743306;$0.00;$0.00
MIZPAH;$6,496;$7,984;$1,488;22.91%;Mizpah ;56;56;1600000US2743540;2743540;$142.57;$26.57
MONTEVIDEO;$1,674,841;$1,978,139;$303,298;18.11%;Montevideo ;5,383;5383;1600000US2743720;2743720;$367.48;$56.34
MONTGOMERY;$628,916;$729,745;$100,829;16.03%;Montgomery ;2,956;2956;1600000US2743738;2743738;$246.87;$34.11
MONTICELLO;$0;$0;$0;0.00%;Monticello ;12,759;12759;1600000US2743774;2743774;$0.00;$0.00
MONTROSE;$489,481;$568,485;$79,004;16.14%;Montrose ;2,847;2847;1600000US2743810;2743810;$199.68;$27.75
MOORHEAD;$6,790,628;$7,078,368;$287,740;4.24%;Moorhead ;38,065;38065;1600000US2743864;2743864;$185.95;$7.56
MOOSE LAKE;$588,789;$767,080;$178,291;30.28%;Moose Lake ;2,751;2751;1600000US2743954;2743954;$278.84;$64.81
MORA;$710,562;$862,161;$151,599;21.34%;Mora ;3,571;3571;1600000US2744044;2744044;$241.43;$42.45
MORGAN;$292,157;$322,375;$30,218;10.34%;Morgan ;896;896;1600000US2744116;2744116;$359.79;$33.73
MORRIS;$2,110,244;$2,263,770;$153,526;7.28%;Morris ;5,286;5286;1600000US2744242;2744242;$428.26;$29.04
MORRISTOWN;$230,442;$276,354;$45,912;19.92%;Morristown ;987;987;1600000US2744296;2744296;$279.99;$46.52
MORTON;$131,431;$137,149;$5,718;4.35%;Morton ;411;411;1600000US2744368;2744368;$333.70;$13.91
MOTLEY;$131,075;$155,952;$24,877;18.98%;Motley ;671;671;1600000US2744422;2744422;$232.42;$37.07
MOUND;$0;$291,731;$291,731;0.00%;Mound ;9,052;9052;1600000US2744476;2744476;$32.23;$32.23
MOUNDS VIEW;$232,078;$597,024;$364,946;157.25%;Mounds View ;12,155;12155;1600000US2744530;2744530;$49.12;$30.02
MOUNTAIN IRON;$1,156,268;$1,281,590;$125,322;10.84%;Mountain Iron ;2,869;2869;1600000US2744548;2744548;$446.70;$43.68
MOUNTAIN LAKE;$807,450;$863,258;$55,808;6.91%;Mountain Lake ;2,104;2104;1600000US2744566;2744566;$410.29;$26.52
MURDOCK;$69,561;$69,561;$0;0.00%;Murdock ;278;278;1600000US2744818;2744818;$250.22;$0.00
MYRTLE;$11,424;$11,424;$0;0.00%;Myrtle ;48;48;1600000US2744890;2744890;$238.00;$0.00
NASHUA;$0;$0;$0;0.00%;Nashua ;68;68;1600000US2744944;2744944;$0.00;$0.00
NASHWAUK;$403,480;$403,480;$0;0.00%;Nashwauk ;983;983;1600000US2744980;2744980;$410.46;$0.00
NASSAU;$17,638;$17,638;$0;0.00%;Nassau ;72;72;1600000US2745016;2745016;$244.97;$0.00
NELSON;$23,990;$27,215;$3,225;13.44%;Nelson ;187;187;1600000US2745106;2745106;$145.53;$17.25
NERSTRAND;$24,733;$30,488;$5,755;23.27%;Nerstrand ;295;295;1600000US2745196;2745196;$103.35;$19.51
NEVIS;$41,623;$53,936;$12,313;29.58%;Nevis ;390;390;1600000US2745340;2745340;$138.30;$31.57
NEW AUBURN;$106,481;$121,771;$15,290;14.36%;New Auburn ;456;456;1600000US2745376;2745376;$267.04;$33.53
NEW BRIGHTON;$0;$493,136;$493,136;0.00%;New Brighton ;21,456;21456;1600000US2745430;2745430;$22.98;$22.98
NEW GERMANY;$11,743;$15,815;$4,072;34.68%;New Germany ;372;372;1600000US2745556;2745556;$42.51;$10.95
NEW HOPE;$41,843;$532,819;$490,976;1173.38%;New Hope ;20,339;20339;1600000US2745628;2745628;$26.20;$24.14
NEW LONDON;$274,860;$308,292;$33,432;12.16%;New London ;1,251;1251;1600000US2745682;2745682;$246.44;$26.72
NEW MUNICH;$69,686;$72,942;$3,256;4.67%;New Munich ;320;320;1600000US2745772;2745772;$227.94;$10.18
NEW PRAGUE;$515,478;$770,864;$255,386;49.54%;New Prague ;7,321;7321;1600000US2745808;2745808;$105.29;$34.88
NEW RICHLAND;$325,599;$377,598;$51,999;15.97%;New Richland ;1,203;1203;1600000US2745862;2745862;$313.88;$43.22
NEW TRIER;$779;$2,483;$1,704;218.74%;New Trier ;112;112;1600000US2746024;2746024;$22.17;$15.21
NEW ULM;$4,111,762;$4,222,711;$110,949;2.70%;New Ulm ;13,522;13522;1600000US2746042;2746042;$312.28;$8.21
NEW YORK MILLS;$342,150;$376,744;$34,594;10.11%;New York Mills ;1,199;1199;1600000US2746060;2746060;$314.22;$28.85
NEWFOLDEN;$75,781;$88,944;$13,163;17.37%;Newfolden ;368;368;1600000US2745520;2745520;$241.70;$35.77
NEWPORT;$588,876;$627,338;$38,462;6.53%;Newport ;3,435;3435;1600000US2745790;2745790;$182.63;$11.20
NICOLLET;$179,752;$225,089;$45,337;25.22%;Nicollet ;1,093;1093;1600000US2746150;2746150;$205.94;$41.48
NIELSVILLE;$21,942;$23,544;$1,602;7.30%;Nielsville ;90;90;1600000US2746258;2746258;$261.60;$17.80
NIMROD;$2,542;$4,937;$2,395;94.22%;Nimrod ;69;69;1600000US2746294;2746294;$71.55;$34.71
NISSWA;$0;$0;$0;0.00%;Nisswa ;1,971;1971;1600000US2746348;2746348;$0.00;$0.00
NORCROSS;$16,497;$16,497;$0;0.00%;Norcross ;70;70;1600000US2746492;2746492;$235.67;$0.00
NORTH BRANCH;$146,132;$537,850;$391,718;268.06%;North Branch ;10,125;10125;1600000US2746798;2746798;$53.12;$38.69
NORTH MANKATO;$1,358,107;$1,559,008;$200,901;14.79%;North Mankato ;13,394;13394;1600000US2747068;2747068;$116.40;$15.00
NORTH OAKS;$0;$0;$0;0.00%;North Oaks ;4,469;4469;1600000US2747104;2747104;$0.00;$0.00
NORTH ST PAUL;$1,863,726;$1,863,726;$0;0.00%;North St. Paul ;11,460;11460;1600000US2747221;2747221;$162.63;$0.00
NORTHFIELD;$2,243,397;$2,802,323;$558,926;24.91%;Northfield ;20,007;20007;1600000US2746924;2746924;$140.07;$27.94
NORTHOME;$65,984;$65,984;$0;0.00%;Northome ;200;200;1600000US2747122;2747122;$329.92;$0.00
NORTHROP;$45,444;$51,981;$6,537;14.38%;Northrop ;227;227;1600000US2747212;2747212;$228.99;$28.80
NORWOOD YOUNG AMERICA;$203,574;$345,515;$141,941;69.72%;Norwood Young America ;3,549;3549;1600000US2747520;2747520;$97.36;$39.99
NOWTHEN;$0;$11,565;$11,565;0.00%;Nowthen ;4,443;4443;1600000US2747536;2747536;$2.60;$2.60
OAK GROVE;$0;$81,555;$81,555;0.00%;Oak Grove ;8,031;8031;1600000US2747690;2747690;$10.16;$10.16
OAK PARK HEIGHTS;$0;$0;$0;0.00%;Oak Park Heights ;4,339;4339;1600000US2747914;2747914;$0.00;$0.00
OAKDALE;$0;$106,035;$106,035;0.00%;Oakdale ;27,378;27378;1600000US2747680;2747680;$3.87;$3.87
ODESSA;$37,973;$39,155;$1,182;3.11%;Odessa ;135;135;1600000US2748058;2748058;$290.04;$8.76
ODIN;$24,822;$25,566;$744;3.00%;Odin ;106;106;1600000US2748094;2748094;$241.19;$7.02
OGEMA;$26,614;$33,585;$6,971;26.19%;Ogema ;184;184;1600000US2748130;2748130;$182.53;$37.89
OGILVIE;$123,218;$123,218;$0;0.00%;Ogilvie ;369;369;1600000US2748166;2748166;$333.92;$0.00
OKABENA;$49,544;$52,256;$2,712;5.47%;Okabena ;188;188;1600000US2748184;2748184;$277.96;$14.43
OKLEE;$107,276;$122,695;$15,419;14.37%;Oklee ;435;435;1600000US2748202;2748202;$282.06;$35.45
OLIVIA;$706,366;$772,697;$66,331;9.39%;Olivia ;2,484;2484;1600000US2748256;2748256;$311.07;$26.70
ONAMIA;$239,116;$260,943;$21,827;9.13%;Onamia ;878;878;1600000US2748310;2748310;$297.20;$24.86
ORMSBY;$24,183;$26,389;$2,206;9.12%;Ormsby ;131;131;1600000US2748562;2748562;$201.44;$16.84
ORONO;$0;$0;$0;0.00%;Orono ;7,437;7437;1600000US2748580;2748580;$0.00;$0.00
ORONOCO;$28,182;$66,652;$38,470;136.51%;Oronoco ;1,300;1300;1600000US2748598;2748598;$51.27;$29.59
ORR;$41,927;$47,502;$5,575;13.30%;Orr ;267;267;1600000US2748634;2748634;$177.91;$20.88
ORTONVILLE;$703,420;$734,799;$31,379;4.46%;Ortonville ;1,916;1916;1600000US2748706;2748706;$383.51;$16.38
OSAKIS;$380,867;$434,108;$53,241;13.98%;Osakis ;1,740;1740;1600000US2748796;2748796;$249.49;$30.60
OSLO;$74,947;$82,194;$7,247;9.67%;Oslo ;330;330;1600000US2748976;2748976;$249.07;$21.96
OSSEO;$634,438;$634,438;$0;0.00%;Osseo ;2,430;2430;1600000US2749012;2749012;$261.09;$0.00
OSTRANDER;$52,825;$55,718;$2,893;5.48%;Ostrander ;254;254;1600000US2749030;2749030;$219.36;$11.39
OTSEGO;$0;$112,711;$112,711;0.00%;Otsego ;13,571;13571;1600000US2749138;2749138;$8.31;$8.31
OTTERTAIL;$0;$0;$0;0.00%;Ottertail ;572;572;1600000US2749210;2749210;$0.00;$0.00
OWATONNA;$3,153,124;$3,935,915;$782,791;24.83%;Owatonna ;25,599;25599;1600000US2749300;2749300;$153.75;$30.58
PALISADE;$14,295;$18,675;$4,380;30.64%;Palisade ;167;167;1600000US2749498;2749498;$111.83;$26.23
PARK RAPIDS;$314,126;$459,947;$145,821;46.42%;Park Rapids ;3,709;3709;1600000US2749768;2749768;$124.01;$39.32
PARKERS PRAIRIE;$225,671;$255,927;$30,256;13.41%;Parkers Prairie ;1,011;1011;1600000US2749732;2749732;$253.14;$29.93
PAYNESVILLE;$679,593;$716,095;$36,502;5.37%;Paynesville ;2,432;2432;1600000US2749966;2749966;$294.45;$15.01
PEASE;$19,424;$28,857;$9,433;48.56%;Pease ;242;242;1600000US2750056;2750056;$119.24;$38.98
PELICAN RAPIDS;$908,614;$953,191;$44,577;4.91%;Pelican Rapids ;2,464;2464;1600000US2750164;2750164;$386.85;$18.09
PEMBERTON;$25,203;$33,030;$7,827;31.06%;Pemberton ;247;247;1600000US2750200;2750200;$133.72;$31.69
PENNOCK;$109,031;$129,110;$20,079;18.42%;Pennock ;508;508;1600000US2750344;2750344;$254.15;$39.53
PEQUOT LAKES;$59,996;$72,386;$12,390;20.65%;Pequot Lakes ;2,162;2162;1600000US2750416;2750416;$33.48;$5.73
PERHAM;$459,137;$583,104;$123,967;27.00%;Perham ;2,985;2985;1600000US2750470;2750470;$195.34;$41.53
PERLEY;$22,100;$22,100;$0;0.00%;Perley ;92;92;1600000US2750506;2750506;$240.22;$0.00
PETERSON;$45,675;$45,675;$0;0.00%;Peterson ;199;199;1600000US2750596;2750596;$229.52;$0.00
PIERZ;$362,938;$409,779;$46,841;12.91%;Pierz ;1,393;1393;1600000US2750776;2750776;$294.17;$33.63
PILLAGER;$124,543;$124,651;$108;0.09%;Pillager ;469;469;1600000US2750902;2750902;$265.78;$0.23
PINE CITY;$426,553;$551,992;$125,439;29.41%;Pine City ;3,123;3123;1600000US2751064;2751064;$176.75;$40.17
PINE ISLAND;$498,960;$579,117;$80,157;16.06%;Pine Island ;3,263;3263;1600000US2751136;2751136;$177.48;$24.57
PINE RIVER;$247,854;$274,000;$26,146;10.55%;Pine River ;944;944;1600000US2751280;2751280;$290.25;$27.70
PINE SPRINGS;$0;$0;$0;0.00%;Pine Springs ;408;408;1600000US2751316;2751316;$0.00;$0.00
PIPESTONE;$1,535,857;$1,907,456;$371,599;24.19%;Pipestone ;4,317;4317;1600000US2751388;2751388;$441.85;$86.08
PLAINVIEW;$544,648;$696,835;$152,187;27.94%;Plainview ;3,340;3340;1600000US2751424;2751424;$208.63;$45.56
PLATO;$22,094;$31,643;$9,549;43.22%;Plato ;320;320;1600000US2751460;2751460;$98.88;$29.84
PLUMMER;$49,211;$56,167;$6,956;14.14%;Plummer ;292;292;1600000US2751712;2751712;$192.35;$23.82
PLYMOUTH;$0;$0;$0;0.00%;Plymouth ;70,576;70576;1600000US2751730;2751730;$0.00;$0.00
PORTER;$35,295;$35,295;$0;0.00%;Porter ;183;183;1600000US2752144;2752144;$192.87;$0.00
PRESTON;$484,980;$493,987;$9,007;1.86%;Preston ;1,325;1325;1600000US2752450;2752450;$372.82;$6.80
PRINCETON;$612,831;$813,075;$200,244;32.68%;Princeton ;4,698;4698;1600000US2752522;2752522;$173.07;$42.62
PRINSBURG;$75,659;$89,667;$14,008;18.51%;Prinsburg ;497;497;1600000US2752558;2752558;$180.42;$28.19
PRIOR LAKE;$0;$0;$0;0.00%;Prior Lake ;22,796;22796;1600000US2752594;2752594;$0.00;$0.00
PROCTOR;$955,226;$1,019,135;$63,909;6.69%;Proctor ;3,057;3057;1600000US2752630;2752630;$333.38;$20.91
QUAMBA;$15,487;$19,322;$3,835;24.76%;Quamba ;123;123;1600000US2752756;2752756;$157.09;$31.18
RACINE;$61,097;$72,805;$11,708;19.16%;Racine ;442;442;1600000US2752882;2752882;$164.72;$26.49
RAMSEY;$0;$91,381;$91,381;0.00%;Ramsey ;23,668;23668;1600000US2753026;2753026;$3.86;$3.86
RANDALL;$125,534;$162,363;$36,829;29.34%;Randall ;650;650;1600000US2753080;2753080;$249.79;$56.66
RANDOLPH;$11,015;$22,803;$11,788;107.02%;Randolph ;436;436;1600000US2753098;2753098;$52.30;$27.04
RANIER;$21,685;$45,479;$23,794;109.73%;Ranier ;145;145;1600000US2753134;2753134;$313.65;$164.10
RAYMOND;$203,926;$234,243;$30,317;14.87%;Raymond ;764;764;1600000US2753296;2753296;$306.60;$39.68
